name,school,sex,prorank,url,picUrl
何国良,数学科学学院,男,副教授,http://faculty.uestc.edu.cn/heguoliang/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/6/02/10/A125B3DB42CA25DD5DBAA405A8A_921C195E_4340.jpg
何军华,数学科学学院,男,教授,http://faculty.uestc.edu.cn/hejunhua/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/9/0C/C7/0F995BA3E4740BDA92437FCFD14_32C6C839_AE3D.jpg
KONG EFANG,数学科学学院,女,教授,http://faculty.uestc.edu.cn/KONGEFANG/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/3/61/6B/012960C5F31A1E599EC7A37D627_102170FF_F9CF.jpg
黄健,航空航天学院,男,副教授,http://faculty.uestc.edu.cn/huangjian2/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/D/8B/A8/65ED385582D9F7D3A4C98A8352C_6DBD5903_40A3.jpg
陈鹏,航空航天学院,男,副教授,http://faculty.uestc.edu.cn/chenp/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/5/81/3F/39FC8E8C44F4F0EA461C6297508_CA3197B8_9F17.jpg
陈德华,航空航天学院,男,研究员,http://faculty.uestc.edu.cn/chendehua/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/D/D1/F2/300F27105BDC6CA815ABCB97ED5_8B5C00A6_147F4.png
陈博文,航空航天学院,男,助教,http://faculty.uestc.edu.cn/chenbowen/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/A/07/5E/01C7E13E546AC7FBE1DD92CC526_DD84166D_19A26.png
郭庆,航空航天学院,男,教授,http://faculty.uestc.edu.cn/guoqing2/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/4/D9/8F/7983D580B9BB352DB06DF81A18B_CC9AD32F_1FEE6.png
郭亮,航空航天学院,男,助理研究员,http://faculty.uestc.edu.cn/guoliang/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/7/1C/47/31B141CCDCEF608A0771CBAA723_7CEF282E_F0B78.jpg
郭亮,航空航天学院,男,研究员,http://faculty.uestc.edu.cn/guoliang1/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/7/38/D7/F3D966C765F0E6B23F57DA71D35_8E13EC09_18F2C.png
赖俊宇,航空航天学院,男,副教授,http://faculty.uestc.edu.cn/laijy/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/C/60/40/17C759DB0CD97646E6C743A428E_70D0A0C2_22B0B.png
胡家文,航空航天学院,男,副研究员,http://faculty.uestc.edu.cn/hujiawen/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/D/2B/5F/7A616E7DC9D33C80187E6B632F0_69179079_30F26.png
罗钐,航空航天学院,女,副教授,http://faculty.uestc.edu.cn/luoshan/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/A/2C/E9/7CC1F4046F9EAC3081C37F1CE54_A73E5CD1_29FF9.png
秦开宇,航空航天学院,男,教授,http://faculty.uestc.edu.cn/qinkaiyu/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/C/E4/EF/4F7A2EEA269F7634AF33A88EE53_FC3EDF37_9735.png
焦蛟,航空航天学院,男,副研究员,http://faculty.uestc.edu.cn/jiaojiao/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/6/8C/4D/5C68729FA89706F109CF912E8FD_CC28A222_C089.png
杨万友,航空航天学院,男,讲师,http://faculty.uestc.edu.cn/yangwanyou/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/8/55/3F/FD3DD64A8292B4F08397F8C4363_2A44B775_1F245.png
李波,航空航天学院,男,教授,http://faculty.uestc.edu.cn/libo/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/D/77/EC/5D06F495C88B4614DCAB2F3139C_23EBD8C8_322C.jpg
李春福,航空航天学院,男,讲师,http://faculty.uestc.edu.cn/lichunfu/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/E/3E/16/77B922A70ADEB0216156AC1ABD4_FE73A3E0_6E2B.jpg
李学生,航空航天学院,男,副教授,http://faculty.uestc.edu.cn/lixuesheng/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/2/C3/31/A10A62B022D815452FF54FE2531_372F5ACC_256BBE.jpg
李元凯,航空航天学院,男,副研究员,http://faculty.uestc.edu.cn/liyuankai/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/7/FD/1E/D7A9EBB6F3FFFD3577B6CF5E74D_2CCCD13B_205B3.png
曹勇,航空航天学院,男,实验师,http://faculty.uestc.edu.cn/caoyong/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/C/6C/AE/2D63AA60F3E6DFDA3876F67A94D_3266451C_1BA3.jpg
文红,航空航天学院,女,教授,http://faculty.uestc.edu.cn/wenhong/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/0/C8/51/93C78D164A5906302F1964EB6A3_AC174A82_8C62.png
戴跃洪,航空航天学院,男,教授,http://faculty.uestc.edu.cn/daiyuehong/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/2/D0/51/992518F10403752518C1B19DFB4_AB24B442_11B3F.jpg
徐利梅,航空航天学院,女,教授,http://faculty.uestc.edu.cn/xulimei/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/E/54/C5/B70C6F9CA3ED50E6C874B09DD27_47F927C0_4735.jpg
张羿,航空航天学院,男,助理研究员,http://faculty.uestc.edu.cn/zhangyi3/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/F/C4/A5/77F4F973E2D53E9029B5B5AD6D1_D2B0CC08_1C784.jpg
孙旭,航空航天学院,男,副教授,http://faculty.uestc.edu.cn/sunxu/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/9/53/7A/0979129003C31CDC2A78A8BD728_BFC0291C_21239.png
吴谦,航空航天学院,男,教授,http://faculty.uestc.edu.cn/wuqian1/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/B/1E/EB/2FC63B226E78E1510351F4D4D04_022856CD_1EF29.png
吴绍炜,航空航天学院,男,高级工程师,http://faculty.uestc.edu.cn/wushaowei/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/9/7D/F7/51AA2942F9BD1D8E9382DD701CD_37430C31_22B70.png
严尧,航空航天学院,男,副教授,http://faculty.uestc.edu.cn/yanyao/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/3/46/59/1085E9FCA9EFEDB1BC0B07E18C3_6738E4B0_24ECF.jpg
陈雷霆,信息与软件工程学院,男,教授,http://faculty.uestc.edu.cn/chenleiting/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/E/C9/B5/939325ABDF00FE040D85CF7442F_CCA1B8DD_781E.png
陈安龙,信息与软件工程学院,男,副教授,http://faculty.uestc.edu.cn/chenanlong/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/4/AE/DE/6C872D4271983EA617B367ACAD7_9FD36B78_EAECD.jpg
邓伏虎,信息与软件工程学院,男,副教授,http://faculty.uestc.edu.cn/fuhudeng/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/E/D0/C6/176076C07DE748EEF734AD668A3_1D6864E1_3BE1B.png
聂旭云,信息与软件工程学院,男,教授,http://faculty.uestc.edu.cn/niexuyun/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/8/EE/69/260F5EF0E249A9BCCDEF9E4E67E_DB325C6E_182B5.png
秦臻,信息与软件工程学院,男,教授,http://faculty.uestc.edu.cn/qinzhen/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/1/B1/03/3EDBF9642FED4066C88447FAB48_54346101_3ECB6.png
田文洪,信息与软件工程学院,男,教授,http://faculty.uestc.edu.cn/tianwenhong/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/7/65/AE/57065EF4902DE8C0B2423890382_B3CCF3F7_178E1.jpg
王煜宇,信息与软件工程学院,男,副教授,http://faculty.uestc.edu.cn/wangyuyu/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/3/57/BE/44A6BC7AA8B1464FAB05ACE452F_1FFAE09E_16D6E.png
王佳昊,信息与软件工程学院,男,副教授,http://faculty.uestc.edu.cn/wangjiahao/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/6/D2/AA/A172F684D1AE7D31D062CEECCAF_30015E24_112C84.jpg
熊虎,信息与软件工程学院,男,教授,http://faculty.uestc.edu.cn/xionghu/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/1/B4/AC/EA2B2030151CB04F334A345B2A4_9DE7983E_17ACF3.jpg
林迪,信息与软件工程学院,男,研究员,http://faculty.uestc.edu.cn/lindi/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/A/78/76/41CAF7FBDA053C5D3988B1D5326_4FED175E_11F2.jpg
李树全,信息与软件工程学院,男,高级工程师,http://faculty.uestc.edu.cn/lishuquan1/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/0/FC/68/FF737D2B6D1302500D9146D6272_EB791070_16B0.jpg
方峻,信息与软件工程学院,男,讲师,http://faculty.uestc.edu.cn/fangjun1/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/3/34/76/EF0221915DC07DD04AAFB95A889_495664D1_27F4D.png
文淑华,信息与软件工程学院,女,实验师,http://faculty.uestc.edu.cn/wenshuhua/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/A/94/E7/6F8FA5A56CB00D7611DE908AD56_05BFFE00_25692.jpg
徐翔,信息与软件工程学院,男,助理研究员,http://faculty.uestc.edu.cn/xuxiang/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/E/EB/55/A33E45582EC82B0E91443F639A6_DD346A6B_3F3A.jpg
张翔,信息与软件工程学院,男,高级工程师,http://faculty.uestc.edu.cn/zhangxiang/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/9/D6/76/1E7B24DBC8F4B6DC9BD960BB665_E6AA6AC0_14DDF.png
张学,信息与软件工程学院,男,副教授,http://faculty.uestc.edu.cn/zhangxue/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/5/5E/FE/9F6180FF361C8FBAD8E18A541F2_38504C0A_246B.jpg
张云,信息与软件工程学院,男,助理研究员,http://faculty.uestc.edu.cn/zhangyun1/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/1/3D/04/4A55EF8615381CA97C27D106E7F_79C6E26D_176A8.png
姚远哲,信息与软件工程学院,男,副教授,http://faculty.uestc.edu.cn/yaoyuanzhe/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/F/51/8E/4C0D742D7AE8E6028F735C8B7C8_4C8FEF85_1876F.png
周瑞,信息与软件工程学院,女,副教授,http://faculty.uestc.edu.cn/zhourui/en/index.htm,https://faculty.uestc.edu.cn/__local/C/96/C2/8F1DF3EF2D42202EBCE6F371153_99AECA8F_1841D.png
吴劲,信息与软件工程学院,女,教授,http://faculty.uestc.edu.cn/zhuwenliang/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/C/A8/57/AE2D640F8171D71C6D9C1D6E018_73396A7C_9FE23.jpg
刘勇国,信息与软件工程学院,男,教授,http://faculty.uestc.edu.cn/liuyongguo/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/5/E5/7C/C17FC896948D14F42F81CF0AD9B_EA89F19E_1EF6D.png
冯宇,信息与软件工程学院,男,工程师,http://faculty.uestc.edu.cn/fengyu/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/A/C9/05/BB1866B26FC98EA3968E5B88CB7_1AF088F9_2143.jpg
兰刚,信息与软件工程学院,男,讲师,http://faculty.uestc.edu.cn/langang/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/A/8F/DE/40F7D1C91DC9DE2F21F8CE368AC_077CF3FD_A1987.png
于永斌,信息与软件工程学院,男,副教授,http://faculty.uestc.edu.cn/yuyongbin/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/9/84/1B/05E384C7D5F5EA5F4B91BCA6652_00630F77_4630.jpg
TANG YU,信息与软件工程学院,男,教授,http://faculty.uestc.edu.cn/TANGYU/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/B/1B/C1/D507AB47A8B7787C0DDADB12B7C_8F5662E5_DA75.jpg
黄可,计算机科学与工程学院,男,副教授,http://faculty.uestc.edu.cn/huangke/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/E/AA/99/671E63664DFEF131C95C3B793F1_78838E10_16E.png
鲁力,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/luli1/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/8/DC/FA/28971D714B3A85C84283695F837_EF13E73F_187A6.png
魏祖宽,计算机科学与工程学院,男,副教授,http://faculty.uestc.edu.cn/weizukuan/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/D/6D/B4/8A2ABE70C4D6B605B5242DC32B5_F9702BF0_396C.jpg
高辉,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/gaohui/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/0/8B/78/710DC375AD84E87CE3811746FD2_79C4D17D_1810.jpg
顾实,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/gushi/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/A/53/AC/6F32D48E2D9B1B5131E695D06ED_CC4BA064_94B6.jpg
韩宏,计算机科学与工程学院,男,正高级实验师,http://faculty.uestc.edu.cn/hanhong/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/5/49/DD/102E05EA6BE56FEB0E6DFDD76CE_B4FF2F84_1CDD3.jpg
陈爱国,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/chenaiguo/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/D/B3/48/E435E521958299531E37BF90BAC_8145D72F_2D37C.jpg
陈厅,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/chenting/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/8/04/69/9C87A5038FCD24100CC9E5AF44A_D4E98A1A_3C3C82.png
郭迅,计算机科学与工程学院,女,高级工程师,http://faculty.uestc.edu.cn/guoxun/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/6/54/6D/3559AA540C5B8834A796DABB7D6_A8736344_121CEE.png
郭磊,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/guolei1/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/3/F0/3C/D6AB41BF9CC52AF9B9443A08C3F_4885DAC3_29880.png
郑凯,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/zhengkai/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/3/A6/7D/03DB60E95BE49FBE9BA955E14BF_D9016D75_1C309.png
邹杰,计算机科学与工程学院,男,研究员,http://faculty.uestc.edu.cn/zoujie1/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/D/D5/21/A635B123DCFEE734597AC54DDCD_CE83B298_1372B.png
邵杰,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/shaojie/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/3/24/57/7F9FFF924410E795BB3CD4D0630_CDF054AA_1B64.jpg
邵俊明,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/shaojunming/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/0/54/63/905043741334EBFB3B0E5C17C46_2200C3F6_3942.jpg
邱航,计算机科学与工程学院,男,副教授,http://faculty.uestc.edu.cn/qiuhang/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/5/61/2C/351E97C36DE92CF4E4334121743_E439D65E_68CA.jpg
赵志为,计算机科学与工程学院,男,研究员,http://faculty.uestc.edu.cn/zhaozhiwei1/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/5/9F/FF/D08C26F6168AC4BDD4375C0D2BF_87BF51B2_52CD.jpg
谷雨,计算机科学与工程学院,男,研究员,http://faculty.uestc.edu.cn/guyu/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/B/A0/AC/BEE335B846ADDF888E0018F2B36_3E291697_2345A.png
谢宁,计算机科学与工程学院,男,副教授,http://faculty.uestc.edu.cn/xiening/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/C/5E/9E/833B5EBA8C73CFB5308027D069F_432BF24C_18813E.jpg
詹文翰,计算机科学与工程学院,男,实验师,http://faculty.uestc.edu.cn/zhanwenhan/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/D/AE/80/CF23413E3588FD16D1CF0550131_F60AE671_1A0BF.png
薛瑞尼,计算机科学与工程学院,男,副教授,http://faculty.uestc.edu.cn/xueruini/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/2/DA/CD/8A67B3A217086E0E807D5182E8C_D4B1DD27_CC008.jpg
蓝天,计算机科学与工程学院,男,研究员,http://faculty.uestc.edu.cn/lantian/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/D/8D/2E/5B3D85C126A0B60586891B7DDF0_562FFA40_A8C73.jpg
董乐,计算机科学与工程学院,女,教授,http://faculty.uestc.edu.cn/dongle/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/E/E8/2B/E699DDE5580F856B3AC922429C6_E01CBC94_20E25.jpg
胡旺,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/huwang/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/4/8C/8D/27DF7417C6BC0ED5D881971B117_D082386A_1189F.jpg
罗亮,计算机科学与工程学院,男,副教授,http://faculty.uestc.edu.cn/luoliang/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/1/37/E2/785E8BF522778D383398D6AAC37_0B7C75BB_211C8.png
纪禄平,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/jiluping/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/1/F7/A9/493377F99B1CF574C4FD3F7A113_13BF775F_2022D.png
秦科,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/qinke/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/B/A2/27/B2C4F6A2E52125D17A58A228EE8_FA070D50_4310.jpg
王国庆,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/wangguoqing2/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/D/A3/29/8D01611A2A9F1D3EAB36B9D408C_32E94D72_19E2C.png
王勇,计算机科学与工程学院,男,副研究员,http://faculty.uestc.edu.cn/wangyong3/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/C/35/FE/BBDF9FEFF4AE3C04A066B40D0E9_136C0536_15F0E.png
沈复民,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/shenfumin/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/0/F6/43/0AED880AC20E7FCFC609809E2CB_F9C8DD96_13EAF.png
汪小芬,计算机科学与工程学院,女,副教授,http://faculty.uestc.edu.cn/wangxiaofen/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/6/36/FA/E78A1E369CA8CB743D26DFF4910_22C58981_218BF.png
段立新,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/lxduan/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/E/CE/D9/C5205D3EA380B655DCB791F2131_9D2E1E56_1F50E.png
桂盛霖,计算机科学与工程学院,男,副教授,http://faculty.uestc.edu.cn/guishenglin/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/4/F7/7A/DE652D201BE6524D844325357BC_27145995_23B5.jpg
杨阳,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/yangyang/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/5/2C/17/F724D67DC446CCD756A7438A11D_FF5FBDC9_2CC52.png
李雄,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/lixiong/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/0/3B/C4/4F3AD1EF1EEA4EC238E562BAD55_605BBE96_A6C.png
李长升,计算机科学与工程学院,男,研究员,http://faculty.uestc.edu.cn/lichangsheng/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/2/BB/48/7EA8022BCF234F7B30AF63FB06B_DC2FFC92_41C2.jpg
李洪伟,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/lihongwei/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/2/F0/8F/D045E2DDEE9FEE780A7384DFDD2_EC681C0C_149DC.png
李晶晶,计算机科学与工程学院,男,研究员,http://faculty.uestc.edu.cn/jjl/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/B/DC/67/C229E76EA48FE884BA7E70004CA_6AFA8F25_37809.png
李文,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/liwen/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/4/FE/F4/BC71F23714CCFB4D4D3C7737448_CCAA73C8_1E942.png
李建平,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/lijianping/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/2/4F/FF/B50BF6EFF31A8FE477992472BD7_C9D50188_8CAD.png
李发根,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/lifagen/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/7/D7/40/7322EEDE323C9D387B8D1D7BF79_01EDDD5A_11149.jpg
戴元顺,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/daiyuanshun/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/3/59/B1/152FBF7CC31192AB0B03FDC79FA_48D9B930_F638.png
徐行,计算机科学与工程学院,男,研究员,http://faculty.uestc.edu.cn/xuxing/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/1/BB/1D/FFEEBB4C09B13B37E3D35C2636F_F6C7F211_43AB3.jpg
徐增林,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/xuzenglin/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/D/62/C6/BFA42FC45DF6C1B81ABF90CE53A_C3703831_DD03.jpg
张源,计算机科学与工程学院,男,研究员,http://faculty.uestc.edu.cn/ZY_LoYe/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/D/A7/62/C0850793B17949BE91705F611E3_C6CECFB9_FC18.png
张永昭,计算机科学与工程学院,男,研究员,http://faculty.uestc.edu.cn/zhangyongzhao/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/6/87/4F/BDA4A8144D11FDBC87E289EF57E_09BE961B_15BEC.png
张彦如,计算机科学与工程学院,女,教授,http://faculty.uestc.edu.cn/yanruzhang/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/4/E2/0D/4AD556D298ECEC0153E98FFB9A2_B98B6D10_1284A.jpg
张小松,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/zhangxiaosong/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/2/08/DE/C5C1C5D2FA9E970FC0D67CEFD75_367D9EA2_21550.png
张可,计算机科学与工程学院,男,研究员,http://faculty.uestc.edu.cn/KeZhang/en/index.htm,https://faculty.uestc.edu.cn/__local/D/93/AB/6947DE1A2AF379663C4B13A80D5_C76C0F63_2CA7.jpg
康昭,计算机科学与工程学院,男,副教授,http://faculty.uestc.edu.cn/kangzhao/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/0/24/F1/DDB1E2470537C86AE01FB0316B7_EF147747_1F185.png
常征,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/changzheng/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/F/6A/0B/052EB86433A5BE682DD0CB5B84C_6F0CD177_226D8.png
孙国林,计算机科学与工程学院,男,副教授,http://faculty.uestc.edu.cn/sunguolin/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/C/76/8D/41657AF55AC04E344EC796549C0_7664E71D_178DC.jpg
姬艳丽,计算机科学与工程学院,女,教授,http://faculty.uestc.edu.cn/jiyanli/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/C/1A/4C/22153770C9AB5EEB343866DE524_10746C4B_AD32D.png
夏琦,计算机科学与工程学院,女,教授,http://faculty.uestc.edu.cn/xiaqi/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/3/5C/48/CE8FF36F27C01F3BECD448D91D4_8FEDA27F_71F48.jpeg
周涛,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/zhoutao1/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/5/98/D7/12F4D20CB97EDC822EB7B23B593_9E79E654_AD6A.png
向渝,计算机科学与工程学院,男,副教授,http://faculty.uestc.edu.cn/xiangyu/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/4/6F/CA/544C973BC4E779B525FB26BED29_E11CEED4_DC0F5.jpg
叶茂,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/yemao/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/D/22/24/00255E1BC5AC54CCFE1BA4A4B99_B1FC6591_34541F.jpg
叶娅兰,计算机科学与工程学院,女,教授,http://faculty.uestc.edu.cn/yeyalan/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/F/C1/6A/76B16D691A76A8AC9E02AEDCA19_6E459B07_1572C.png
刘鸿博,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/liuhongbo/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/3/FD/C6/8FDE92320BAB4FBDA2EFCE1C873_DCE9468B_1AEA0.png
刘震,计算机科学与工程学院,男,副教授,http://faculty.uestc.edu.cn/Liuzhen/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/8/E3/55/08A6AA207CF01C344E8E4014CFB_CA1504CC_16CEC.png
刘贵松,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/GuisongLiu/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/6/48/FB/B44150A81DDA0A4961EF743B1DD_AA8EC649_2DCE9.jpg
刘恒昌,计算机科学与工程学院,男,研究员,http://faculty.uestc.edu.cn/liuhengchang/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/0/86/FE/D3A17046292B37B132FD7F6F542_7B950BAB_16483.png
任彦之,计算机科学与工程学院,男,副教授,http://faculty.uestc.edu.cn/renyanzhi/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/1/E5/30/362BE5C17592BBE6ECF6EE81019_5516835D_27C49.png
任亚洲,计算机科学与工程学院,男,副教授,http://faculty.uestc.edu.cn/yazhou/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/7/7C/4E/56C90F428353A7222DFAB0AA089_853DE673_628F9.jpg
XU CHAO,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/CHAOXU/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/D/C8/07/BAEE375C6ED43B2587E5FA4D0B5_75AFF8FC_3304A.png
SHEN HENGTAO,计算机科学与工程学院,男,教授,http://faculty.uestc.edu.cn/shenhengtao/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/6/9B/FE/80DD4C0A04BDDECE5174490463C_5DFA11DF_6BA23.png
KUMAR RAJESH,计算机科学与工程学院,男,助理研究员,http://faculty.uestc.edu.cn/KUMARRAJESH/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/1/6B/8E/B22BBE9133AA537294D8E1862EA_141BF3DA_1C8A7.png
黄小平,资源与环境学院,男,副教授,http://faculty.uestc.edu.cn/Huangxiaoping/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/F/60/41/69BA86AA0E03081A39BAB540588_2819222D_4AFC0.jpg
陈怀新,资源与环境学院,男,研究员,http://faculty.uestc.edu.cn/chenhuaixin/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/1/06/B3/C93DD8BAD3B487469263161113B_30B2F62C_E1735.jpg
