name,school,sex,prorank,url,picUrl
郑雪莲,生命科学与技术学院,女,副教授,http://faculty.uestc.edu.cn/zhengxuelian/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/3/D3/A4/0A1746DC5E526329D77B8940476_BE7FC32A_163D.jpg
谭波,生命科学与技术学院,男,实验师,http://faculty.uestc.edu.cn/tanbo/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/3/C6/14/2E3D72663A2FBD2AE13CA3580FA_F64A1504_25F69.png
蒋田仔,生命科学与技术学院,男,教授,http://faculty.uestc.edu.cn/jiangtianzi/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/C/F9/18/BC2786F85E4F3D5F674A1B76D01_FEF95D01_B7B1.png
蒋希,生命科学与技术学院,男,研究员,http://faculty.uestc.edu.cn/jiangxi/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/D/2F/5B/F7D90B1649674DA8E4CD0774770_B58AD1DD_46F7D8.jpg
秦翔,生命科学与技术学院,男,副教授,http://faculty.uestc.edu.cn/qinxiang/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/1/D3/42/8CD5F0427F97C28D9ECA2A2946F_BDC4ED97_1C2CE.jpg
王骄健,生命科学与技术学院,男,副教授,http://faculty.uestc.edu.cn/wangjiaojian/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/7/C7/90/8A2986E2D401D14DE9DE58A4881_731576FD_1A73D.jpg
王一峰,生命科学与技术学院,男,副研究员,http://faculty.uestc.edu.cn/wangyifeng/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/B/05/8E/5EE4D6AD7B9832F3F16A1FFDC04_0B6378F3_3DB9D.jpg
游宏志,生命科学与技术学院,男,副教授,http://faculty.uestc.edu.cn/youhongzhi/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/0/C6/7B/2223BED0AC279A7635C4446A83B_D2FE1CDB_3145.jpg
汪新艳,生命科学与技术学院,男,副教授,http://faculty.uestc.edu.cn/wangxinyan/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/6/7C/FE/7E5D40254AF2524307950EA2222_22491C9C_1945E.png
段旭君,生命科学与技术学院,女,教授,http://faculty.uestc.edu.cn/duanxujun/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/C/66/7E/68B32124F0B3F29FD9B0C167036_D7EF1A13_2FFBA.png
林昊,生命科学与技术学院,男,教授,http://faculty.uestc.edu.cn/linhao/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/A/A9/0D/E41DD17C2443395CC6F0DDB2DD1_2E261C0E_310D.jpg
杨足君,生命科学与技术学院,男,教授,http://faculty.uestc.edu.cn/yangzujun/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/F/EF/6A/06680649FE2A14C7BFFBA91D9F0_46568C49_E394.png
李蓉,生命科学与技术学院,女,研究员,http://faculty.uestc.edu.cn/lirong5/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/5/47/F6/E1B8F8C1AE14D37CA561C6AAF6F_DED9A92E_25778.png
李永杰,生命科学与技术学院,男,教授,http://faculty.uestc.edu.cn/liyongjie/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/6/F6/E3/C41F957794564C8DDF8E7B0678E_A9B2B541_A2CF.png
李发礼,生命科学与技术学院,男,副研究员,http://faculty.uestc.edu.cn/lifali/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/9/E2/B9/2C799C71979D2384C061B013F66_8E6AB708_192AD.png
李凌,生命科学与技术学院,女,教授,http://faculty.uestc.edu.cn/liling/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/2/51/28/334B4904C5F8BB1FDB04349280F_DC8A16B8_2FB91.png
徐鹏,生命科学与技术学院,男,教授,http://faculty.uestc.edu.cn/xupeng1/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/B/69/B8/EFE52595FD5CC13813D9178A16E_74BA5086_DF18.png
张安英,生命科学与技术学院,女,副教授,http://faculty.uestc.edu.cn/zhanganying/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/3/FB/27/4CB91DFFE03B4BCB16C243ED320_15896A09_1EAED.png
张勇,生命科学与技术学院,男,教授,http://faculty.uestc.edu.cn/zhangyong6/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/3/F3/C7/E7436B607D2D0041B09BEED3B34_7ABADB23_2619D.png
尧德中,生命科学与技术学院,男,教授,http://faculty.uestc.edu.cn/yaodezhong/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/B/A7/6E/C0E5DDB090B18DCDDCDAC3EB43D_8D8B4CD2_50829.jpg
孟春,生命科学与技术学院,男,研究员,http://faculty.uestc.edu.cn/mengchun/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/5/47/A3/0D2D7CA37663031029BE3BB4AC1_0CD8E2BE_1F9AA.png
周红,生命科学与技术学院,男,教授,http://faculty.uestc.edu.cn/zhouhong1/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/E/22/ED/CBEA409EAB8D39B391F90A44176_B5CF8B62_DABC.png
吴哲,生命科学与技术学院,男,教授,http://faculty.uestc.edu.cn/wuzhe/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/B/B9/B9/7EB5BE439BDBEC62FDE90F9BFDA_CEF3D08F_19DE2.png
刘贻尧,生命科学与技术学院,男,教授,http://faculty.uestc.edu.cn/liuyiyao/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/3/CC/A0/54D5B5A0323BC33372655CF936B_F07D2E7D_3D40.png
刘建魁,生命科学与技术学院,男,研究员,http://faculty.uestc.edu.cn/liujiankui/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/6/AD/6B/9499E73CB1004894B2F5F3DB920_1FF21A49_2BEEF.png
刘侃,生命科学与技术学院,男,教授,http://faculty.uestc.edu.cn/liukan/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/7/16/10/28774694AD8721227EEACC4D094_4E01D8BF_21D1B.png
丁晓蓉,生命科学与技术学院,女,副研究员,http://faculty.uestc.edu.cn/xiaorongding/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/4/84/DC/7375D2A28B65DE0FF80CA9FFE14_41A08426_1EB80.png
"BECKER,BENJAMIN",生命科学与技术学院,男,教授,http://faculty.uestc.edu.cn/BenjaminBecker/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/B/1F/7D/99A883B84966990108028E30CD9_055121DE_A606.png
鲁芳,医学院,女,研究员,http://faculty.uestc.edu.cn/lufang1/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/C/AE/2E/04A5C714B4D76DB1C790284255A_F50E4954_DCE46.jpg
魏新川,医学院,男,副教授,http://faculty.uestc.edu.cn/weixinchuan/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/D/23/B1/3385F8EB10632DE0670C13FD545_C8D21B37_1B28D.png
魏国清,医学院,男,助理研究员,http://faculty.uestc.edu.cn/weiguoqing/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/1/7F/8A/88327C09A6ED5845D501EA712E0_463BB367_23F19.png
陈琴,医学院,女,教授,http://faculty.uestc.edu.cn/chenqin/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/E/DA/D7/8BB3FC93EF18A88D0C1ED77314F_C6E718E8_1C51F.png
陈汶,医学院,男,教授,http://faculty.uestc.edu.cn/chenwen2/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/9/3F/63/5338FFDE7A27A623CD464F65C61_0FDBBFAB_128BC.png
钱浩,医学院,男,教授,http://faculty.uestc.edu.cn/qianhao/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/7/60/82/52601EDE2C4E4906A3B0CD85172_89CAF469_1C941.png
郭翔,医学院,女,研究员,http://faculty.uestc.edu.cn/guoxiang/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/B/3F/8B/CF94D99D5E2E9DD06542D920C63_69B00034_1A323.png
贺宏丽,医学院,女,副研究员,http://faculty.uestc.edu.cn/hehongli/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/D/66/6F/DF9EC309866ED643341D213DC2E_EAB1CA8D_1886B.png
蔡震,医学院,男,研究员,http://faculty.uestc.edu.cn/caizhen/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/B/51/63/3E9D6C45E04541EF1FE01043D25_0F477EDA_1DA97.png
蔡璐璐,医学院,女,教授,http://faculty.uestc.edu.cn/cailulu/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/A/0E/D6/1FFF598F81A65B8CF780D08A548_96C9A766_1716D.png
范娟,医学院,女,副研究员,http://faculty.uestc.edu.cn/fanjuan/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/0/B4/7D/5814A168F6A46CD6FEBA7C7D48A_C7A10C21_24B5F.png
祝融,医学院,女,研究员,http://faculty.uestc.edu.cn/zhurong/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/A/44/7F/D57944F646B057C8012C5CE6050_D47ED73E_114F0.png
石瑛,医学院,女,副教授,http://faculty.uestc.edu.cn/shiying/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/B/07/8C/8D59584F7C2B211BE4959C39E46_D0DCB570_30BFB.png
石毅,医学院,男,教授,http://faculty.uestc.edu.cn/shiyi/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/B/74/7A/8E55A57912024B13EF346528088_DCBC86FA_309F.jpg
王轶,医学院,女,教授,http://faculty.uestc.edu.cn/wangyi4/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/0/7A/B6/2B2A659BCBBF9DAB26CA6F25CDA_321F2074_A0E81.jpg
王跃,医学院,男,教授,http://faculty.uestc.edu.cn/wangyue1/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/B/46/6F/8EDEC09E967D89BD99D9D94DA71_1FFFE8A1_23221.png
王渊,医学院,女,副研究员,http://faculty.uestc.edu.cn/wangyuan12/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/9/25/B3/F4BB2B4ACBC2E6CC768EBF5EE64_73C241EB_33F1A.png
王晨辉,医学院,男,教授,http://faculty.uestc.edu.cn/wangchenhui1/en/index.htm,https://faculty.uestc.edu.cn/__local/8/90/B5/BF2A5C8C54590B3C33CA439D855_51FCFC78_1F37B.png
滕燕,医学院,女,讲师,http://faculty.uestc.edu.cn/tengyan/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/B/A8/D6/244C184E7E0D067BEEEF58D3754_2EA41ABA_E8C5.jpg
杨牧,医学院,男,副研究员,http://faculty.uestc.edu.cn/yangmu12/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/E/74/CD/83654623ED23684E01C44222951_2958761F_18740.png
杨正林,医学院,男,教授,http://faculty.uestc.edu.cn/yangzhenglin/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/9/1B/6E/E7301D710855D8D63017870735D_22C6C6AC_A04D.png
杨杰,医学院,男,研究员,http://faculty.uestc.edu.cn/yangjie123/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/8/5C/AD/7637B76C2AE38C48E70D86D3904_9D8B1079_13F57.png
杨勇,医学院,男,教授,http://faculty.uestc.edu.cn/yyxpower/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/0/8E/E4/A0F419DDBEB259553AB2BF98E2C_742A6090_125FD.png
杨业明,医学院,男,副教授,http://faculty.uestc.edu.cn/yangyeming1/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/9/DD/5A/56FBEA91613592E9E2122470BC7_519CD00F_1CACC.png
李贵森,医学院,男,教授,http://faculty.uestc.edu.cn/liguisen/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/B/DE/B1/712C4F0D0FCBDCA1F377FC41BEE_31A2E2A9_438A85.gif
李灵,医学院,女,副研究员,http://faculty.uestc.edu.cn/liling2/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/3/4E/FB/F31414A82F3B01FBCD486E53CF3_40605491_130D2.png
朱桂全,医学院,男,副研究员,http://faculty.uestc.edu.cn/zhuguiquan/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/3/EF/81/1CAC2DB710F012154CE9EEFFA35_BCE00FD9_15A1B.jpg
朱世凯,医学院,男,副教授,http://faculty.uestc.edu.cn/zhushikai/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/6/CE/24/653C46D5C93FAA46F75EFC1A574_6212058E_1A178.png
曹邦荣,医学院,男,副教授,http://faculty.uestc.edu.cn/BangrongCao/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/D/CF/39/05CEF27A7393C28E94B15B6C67A_C8220841_21998.png
徐金顺,医学院,男,副研究员,http://faculty.uestc.edu.cn/xujinshun/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/3/48/FA/670BDD3DA34285E72EB42FAFC7C_4D4CA0F8_26074.png
张存金,医学院,男,教授,http://faculty.uestc.edu.cn/zhangcunjin/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/C/3A/E0/1209513ED2F09D839E119784A36_56E62551_196F1.png
张娟,医学院,女,研究员,http://faculty.uestc.edu.cn/zhangjuan1/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/9/93/A5/3D6DB12402C2AB1771362BEABF3_5E09BD6C_173B0.png
廖利梅,医学院,女,副教授,http://faculty.uestc.edu.cn/liaolimei/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/B/9E/01/3DC93874C48C5E6334F5CED4D10_53B52EA4_1B17.jpg
唐耘熳,医学院,女,研究员,http://faculty.uestc.edu.cn/tangyunman/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/7/CA/CC/A07B85F4476FB0CC682A9C6ED8C_8693BB9F_1343B.png
周波,医学院,男,教授,http://faculty.uestc.edu.cn/zhoubo/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/D/4A/D4/2DE13B285634DD629F69570D2F0_EBE788A1_43D4B1.jpg
周术奎,医学院,男,副研究员,http://faculty.uestc.edu.cn/zhoushukui/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/3/3F/B4/03D5B56F35628378FFC7186BB72_01EEC23C_16E82.png
卢漫,医学院,女,教授,http://faculty.uestc.edu.cn/luman/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/3/2B/12/BE7940CB06A21D48D44658CC25E_0F7FE248_E5FD.jpg
任建东,医学院,男,副教授,http://faculty.uestc.edu.cn/renjiandong/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/6/27/F8/EED1A331D1F94C05479E20FB08E_9AD39C07_1865B.png
魏召唤,物理学院,男,副教授,http://faculty.uestc.edu.cn/weizhaohuan/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/5/B1/92/A1926CE6F920B684D0454A6C200_3EB5CE90_107DF.jpg
靳亚康,物理学院,男,讲师,http://faculty.uestc.edu.cn/jinyakang/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/1/2A/9E/68615DB7BE2CAC62EE527FA944C_24D5D34C_119A5.png
陶然,物理学院,女,副教授,http://faculty.uestc.edu.cn/taoran1/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/8/CF/87/830552DFC2BC518C179CD60935F_17D8174B_1D0F8.png
邵维,物理学院,男,教授,http://faculty.uestc.edu.cn/shaowei/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/4/1F/8C/18F769AE6BAA4C8CCEC06CB27BC_EF8FD3B9_AFEF.png
邢丽丽,物理学院,女,教授,http://faculty.uestc.edu.cn/xinglili/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/C/98/F6/AB5232CFE8CA98851468C64DD28_A53C0146_27A69.png
赵德双,物理学院,男,教授,http://faculty.uestc.edu.cn/zhaodeshuang/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/C/56/F3/1D4895AC979C6BE2A0C2B2FD523_045F29E7_1621B.png
詹铭周,物理学院,男,副教授,http://faculty.uestc.edu.cn/zhanmingzhou/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/A/F8/73/EB9307EBF75DC430D1B777F1349_015F6DF4_305F1.png
薛欣宇,物理学院,男,教授,http://faculty.uestc.edu.cn/xuexinyu/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/6/71/46/5212B75B5E261B05DE38FD77DE5_04CBFDDC_33750.png
肖绍球,物理学院,男,教授,http://faculty.uestc.edu.cn/xiaoshaoqiu/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/3/44/1C/E358674B7CCB73A2BDF3256C424_37DB5FEC_D3CE.png
肖旭,物理学院,男,研究员,http://faculty.uestc.edu.cn/xiaoxu/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/F/16/61/78FAB96442ED58E78E169DAF4ED_E4BB838E_164E8.png
程亮,物理学院,男,研究员,http://faculty.uestc.edu.cn/chengliang1/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/C/42/2E/6EF803AEF95B24D1DFC9089A299_64730F24_19858.png
祖小涛,物理学院,男,教授,http://faculty.uestc.edu.cn/zuxiaotao/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/8/75/36/6C95BFEE43F9CE8AE018C93034E_C1163C66_7EA0.png
王秉中,物理学院,男,教授,http://faculty.uestc.edu.cn/wangbingzhong/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/A/7D/6C/4123100CFC936502C48E6BBB45A_6DFDB6A3_34C1.jpg
王磊,物理学院,男,副教授,http://faculty.uestc.edu.cn/wanglei4/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/0/F2/7B/B17BAFC22A13D7AF1CCEB0707CB_86D6D6FF_286CB.png
王焕文,物理学院,男,讲师,http://faculty.uestc.edu.cn/wanghuanwen/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/F/A5/10/22AD4ADE663B13C07AFDFF8634B_64E2ADFA_10490.png
王晓华,物理学院,男,教授,http://faculty.uestc.edu.cn/xhwang/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/2/0B/B4/4F2D1F4F9376BADB1633FD279A1_15B6A3C8_1D9B6.png
王志伟,物理学院,男,研究员,http://faculty.uestc.edu.cn/wangzhiwei1/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/8/33/21/A633F9A1202013D0F1D4193DB2B_2A166A00_24BB1.png
王任,物理学院,男,副教授,http://faculty.uestc.edu.cn/wangren/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/F/98/DD/46FC70431C5EDEEE26648BE1BAF_32C27C4B_211CC.png
熊江,物理学院,男,副教授,http://faculty.uestc.edu.cn/xiongjiang/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/7/6D/67/3EC1F3D74B92162D575E225369D_780F0D74_1FF3.jpg
熊杰,物理学院,男,教授,http://faculty.uestc.edu.cn/xiongjie/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/9/3B/5B/2A1B3C5A7A43F33126C41AA1C79_F791945D_1CD50.png
洪劲松,物理学院,男,教授,http://faculty.uestc.edu.cn/hongjingsong/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/A/12/5A/20EE4ADED4F43C36DC908204EB3_AC5AA1E8_4E2F.jpg
欧海燕,物理学院,女,副教授,http://faculty.uestc.edu.cn/ouhaiyan1/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/9/FA/3D/AEEC91CA913CF822C93B5CE670B_8A65E80A_196CA.png
梁锋,物理学院,男,教授,http://faculty.uestc.edu.cn/liangfeng/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/3/3C/5C/801F37844FE58A82BD617CA9930_BE641438_31C87.png
梁木生,物理学院,男,副研究员,http://faculty.uestc.edu.cn/liangmusheng/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/F/03/35/704F15B7F5B30F8858E06031D46_B4139FE3_1630A.png
杨雪松,物理学院,女,教授,http://faculty.uestc.edu.cn/yangxuesong/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/F/EB/09/A69D92B6C7785DE011EB7B74EDB_54A6D7CD_29C3.jpg
杨智,物理学院,男,研究员,http://faculty.uestc.edu.cn/yangzhi/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/4/74/6D/CDA97F1054B0CAFC7D25A3EF32F_4E3108AD_14E75.png
杨利霞,物理学院,女,讲师,http://faculty.uestc.edu.cn/yanglixia/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/9/3A/2E/668610DBB9297DC7E393EF1D5F5_8618D08D_1D671.png
李华,物理学院,女,副教授,http://faculty.uestc.edu.cn/lihua1/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/4/34/1E/7D5ECA783F31797F11F3822EBB1_0657A7C7_16B53.png
朱钦圣,物理学院,男,副教授,http://faculty.uestc.edu.cn/zhuqinsheng/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/2/8F/2B/36F4C612DC367092BF4AEB77D7A_BE6341CB_2C5D.jpg
朱兆君,物理学院,男,副教授,http://faculty.uestc.edu.cn/zhuzhaojun/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/A/BC/14/6DDCEB5703FE71482E25988CCBB_948EB82A_1F0B1.png
曹云姗,物理学院,女,副教授,http://faculty.uestc.edu.cn/cys/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/0/97/82/8390D5A5CC877A851A3438FAFDE_C58885D1_AEF28.jpg
徐浩,物理学院,男,研究员,http://faculty.uestc.edu.cn/xuhao1/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/3/37/41/526A4D06F27DFF70166D5F0C449_FA94B8D8_2913C.png
张庆,物理学院,男,副教授,http://faculty.uestc.edu.cn/zhangqing12/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/E/9F/6E/83571D718A83BC7DFF9F5F649C8_7A9F5C50_1F61C.png
张巧利,物理学院,女,副教授,http://faculty.uestc.edu.cn/zhangqiaoli_uestc/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/E/DC/8F/57C120DB4F0237D5886CC108293_62704F5C_1C4E4.png
张岩,物理学院,男,教授,http://faculty.uestc.edu.cn/nano_uestc/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/0/7D/D2/E765592C1DB3A36E96DE381EBEF_5E7027DE_A006.jpg
孙久勋,物理学院,男,教授,http://faculty.uestc.edu.cn/sunjiuxun/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/3/C1/F5/41FFB2CBB742B87BAE32795D8B1_C2AEA9B3_DC56.png
周柳江,物理学院,男,教授,http://faculty.uestc.edu.cn/zhouliujiang/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/1/6B/31/12CE127A4C326EBFE5B9850875D_F4AF7A6E_15933.png
吕维强,物理学院,男,副教授,http://faculty.uestc.edu.cn/LVweiqiang/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/5/FB/4A/32E7828696C05002FEC86F439CB_03DCC2E6_20682.png
刘晓,物理学院,男,教授,http://faculty.uestc.edu.cn/liuxiao1/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/9/88/8F/683EDDA262802A7B23B02233EA0_A3D70462_3C96.jpg
付浩,物理学院,男,教授,http://faculty.uestc.edu.cn/fuhao/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/9/89/C5/05E26811591454E83FFB24CC082_4D3B9CC3_23D52.png
付永启,物理学院,男,教授,http://faculty.uestc.edu.cn/fuyongqi/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/B/FD/DA/41BE42B9EB19836F0647109F2BA_261626DE_B1EA.jpg
乔梁,物理学院,男,教授,http://faculty.uestc.edu.cn/qiaoliang/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/F/C7/0F/F9EE3BFB4AA309D7979292DA561_6825D5C5_4A554.png
严鹏,物理学院,男,教授,http://faculty.uestc.edu.cn/yanpeng/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/7/BE/EF/075B470630E994115DB58690781_04979C4C_28FA7C.jpg
丁霄,物理学院,男,研究员,http://faculty.uestc.edu.cn/dingxiao/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/9/A1/AD/9C857890E6B54A9449CCB6CF44F_E6B4107E_30595.png
丁帅,物理学院,男,副教授,http://faculty.uestc.edu.cn/dingshuai/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/7/1D/11/1E0EBF6A68F104DB7CD254C9951_7F312FB1_2BF57.png
丁天朋,物理学院,男,研究员,http://faculty.uestc.edu.cn/dingtianpeng/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/3/D4/49/39E8328C37528121DA71BA05850_0DFEB666_EC70.png
KIM SUNG-SOO,物理学院,男,研究员,http://faculty.uestc.edu.cn/sungsookim/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/9/23/55/2C4686F75D1A38EBB7DA4849EE4_7DE29B15_17C58.png
魏朝祯,数学科学学院,男,研究员,http://faculty.uestc.edu.cn/weichaozhen/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/2/2B/08/5DD6DD937A4624A5F556C5BCF8C_0A7FFB2F_13606.png
顾亦奇,数学科学学院,男,教授,http://faculty.uestc.edu.cn/yiqigu/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/1/23/0F/ED391DFD2C6A0E216DCC26B5AAB_165F1FB1_24C70.png
赵熙乐,数学科学学院,男,教授,http://faculty.uestc.edu.cn/zhaoxile/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/F/91/53/3395A3418DA12CD02C3F7B58C8D_7BA23E5B_33F8C.png
覃思义,数学科学学院,男,教授,http://faculty.uestc.edu.cn/qinsiyi/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/5/31/54/04B7D9C23D12B9DC7C06EE2F77F_D828A448_22A7F6.jpg
秦旭,数学科学学院,女,副教授,http://faculty.uestc.edu.cn/qinxu/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/4/C0/15/0E993C820B7E4F95F9BD4D258FF_E61B0B19_2302.jpg
李良,数学科学学院,男,教授,http://faculty.uestc.edu.cn/liliang123/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/C/43/45/FC1FB4D3A0979EE9754AF368025_1C7150AE_C1EC.png
李毅超,数学科学学院,男,教授,http://faculty.uestc.edu.cn/liyichao/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/8/5A/F5/F969DAB804727C793B21B4C9034_A7F2E914_90BA.jpg
李小舟,数学科学学院,男,副研究员,http://faculty.uestc.edu.cn/xiaozhouli/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/7/75/D7/77844DFFEAE543FC92018BBE957_579297D1_1CD0B8.jpg
曹梦涛,数学科学学院,男,讲师,http://faculty.uestc.edu.cn/caomengtao/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/6/88/E1/6B7A1E71BDA9D67184510D2BB04_D8505609_14380.jpg
文春,数学科学学院,女,副教授,http://faculty.uestc.edu.cn/wenchun/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/5/84/BA/E696CD913A5BB5B2BF804120654_8564467D_4DAB3.png
徐立伟,数学科学学院,男,教授,http://faculty.uestc.edu.cn/xuliwei/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/F/FC/07/7593EE3B9AC971FA4C8776345D0_67B8A99D_9987.png
彭小帆,数学科学学院,男,副教授,http://faculty.uestc.edu.cn/pengxiaofan/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/0/36/84/375025A79D937AAD59B7703B95D_4361752A_D775.jpg
张晓伟,数学科学学院,男,讲师,http://faculty.uestc.edu.cn/zhangxiaowei/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/8/21/93/11450BF30CBE54CAA91C9B00451_AF765A39_ED34.png
张文星,数学科学学院,男,副教授,http://faculty.uestc.edu.cn/zhangwenxing/zh_CN/index.htm,https://faculty.uestc.edu.cn/__local/D/53/78/3B6EE149AD789B64F0D2E43B6C4_E3099957_22809.png
